TID	Name	RA	Dec
2070	Mis V1331                          	349.2664192	53.03868192
2071	V* DZ Cas                          	354.95808	55.88217
2072	V* V403 Cas                        	354.4081318	54.84719285
2073	V* V372 Cas                        	353.5417126	54.37315321
2074	V* V360 Cas                        	353.6982581	55.90461587
2075	V* EE Cas                          	355.8160648	55.11783767
2076	V* V437 Cas                        	353.4584358	55.30625472
2077	EM* AS 511                         	354.5410455	56.0297196
2078	V* V361 Cas                        	355.4344675	56.16460342
2079	V* V371 Cas                        	353.4428544	53.62090118
2080	IRAS 23307+5426                    	353.2889031	54.71988088
2081	IRAS 23374+5527                    	354.9694853	55.72894204
2082	V* DG Cas                          	351.8953626	55.72170512
2083	V* V434 Cas                        	352.2309449	55.36304679
2084	V* V357 Cas                        	352.4610541	54.96654983
2085	V* V520 Cas                        	355.5307212	55.91053272
2086	NSV 14612                          	353.425	53.4
2087	NSV 14613                          	353.4167	53.6767
2088	V* V847 Cas                        	354.0378552	53.73331944
2089	V* V851 Cas                        	354.5057654	53.72905501
2090	NSV 14688                          	356.0668237	53.76887924
2091	V* V871 Cas                        	353.5721484	55.89932799
2092	NSV 14597                          	352.574867	53.718453
2093	NSV 14648                          	354.5595536	54.30539107
2094	HD 224056                          	358.7048475	53.49722174
2095	V* V821 Cas                        	359.7048913	53.67216986
2096	HD 240458                          	359.4053599	55.85861752
2097	V* V1022 Cas                       	359.2853016	55.70570434
2098	V* V374 Cas                        	359.1395655	56.12901756
2099	V* QU Cas                          	358.606568	56.07247215
2100	V* QS Cas                          	357.9942557	56.04219203
2101	V* QR Cas                          	357.7678909	55.69673646
2102	V* ES Cas                          	358.9429665	56.17037754
2103	V* EQ Cas                          	358.2219539	55.01361441
2104	V* EK Cas                          	356.7795756	55.54371263
2105	V* LP Cas                          	359.3282329	54.88089349
2106	HD 236250                          	359.1400769	53.96016758
2107	V* RR Cas                          	358.9539938	53.72474121
2108	V* QY Cas                          	359.7716208	54.01694474
2109	V* V853 Cas                        	357.3056213	54.90107579
2110	[D75] 190                          	359.4404458	56.10566518
2111	V* EV Cas                          	359.7463755	54.85224473
2112	HD 223036                          	356.4794148	54.73539973
2113	V* RT Cas                          	356.6013476	54.4856899
2114	IRAS 23445+5340                    	356.7552551	53.95238107
2115	1RXS J234507.9+553844              	356.2829	55.6456
2116	V* V565 Cas                        	356.9368844	54.35289126
2117	NSV 14734                          	358.0653661	54.64547014
2118	NSV 14741                          	358.4005877	56.10109609
2119	NSV 14770                          	359.2593462	53.83906697
2120	V* V1006 Cas                       	1.906147458	53.52654266
2121	HD 629                             	2.693079244	55.34282551
2122	HD 232132                          	3.022471713	55.02238753
2123	HD 232134                          	3.166577225	55.10786724
2124	HD 232102                          	1.655756035	55.45603465
2125	V* V408 Cas                        	3.310387202	55.9084417
2126	V* MT Cas                          	3.681979997	54.67039637
2127	V* FK Cas                          	1.512445499	55.20044286
2128	V* FI Cas                          	1.54196	55.98081
2129	V* FH Cas                          	1.469265721	55.03381912
2130	V* DI Cas                          	1.16947193	55.53779153
2131	V* TT Cas                          	2.538111929	54.87621934
2132	V* Y Cas                           	0.839428939	55.68110987
2133	IRAS 00018+5419                    	1.120591046	54.60458532
2134	IRAS 00104+5352                    	3.26434266	54.15449832
2135	HD 232121                          	2.675282958	54.89148899
2136	IRAS 23594+5342                    	0.51623246	53.98299852
2137	V* V534 Cas                        	3.324459822	55.98672675
2138	V* V959 Cas                        	3.01101545	55.0887212
2139	NSV 14799                          	0.3042	56.1033
2140	V* V744 Cas                        	5.486192675	53.48087113
2141	HD 1873                            	5.850604945	55.80215445
2142	* lam Cas                          	7.943163945	54.52228491
2143	V* NT Cas                          	8.019098553	55.45583738
2144	V* NR Cas                          	6.363351035	56.0856478
2145	V* NQ Cas                          	6.145277074	54.29396793
2146	V* MX Cas                          	4.972547707	55.01754303
2147	V* T Cas                           	5.809448568	55.79256424
2148	PN Hu 1-1                          	7.064312	55.965133
2149	IRAS 00184+5342                    	5.295826378	53.9899091
2150	V* MW Cas                          	4.20611407	55.08340042
2151	V* V514 Cas                        	6.524320293	53.9187139
2152	[WWV2004] J0027310+533612          	6.876389656	53.60432324
2153	V* V961 Cas                        	6.705344024	55.45666701
2154	V* V862 Cas                        	9.667635599	53.26982779
2155	HD 3200                            	8.948592551	55.70722949
2156	V* V413 Cas                        	11.81946187	55.1400004
2157	V* V412 Cas                        	11.5175451	55.32807172
2158	V* NV Cas                          	9.054318528	55.91329944
2159	V* FV Cas                          	9.151668563	55.22554306
2160	V* V754 Cas                        	10.50770732	53.95921888
2161	IRC +50011                         	9.343226059	53.70325613
2162	IRAS 00422+5310                    	11.27945429	53.44657246
2163	IRAS 00369+5423                    	9.939776123	54.66430243
2164	IRAS 00379+5520                    	10.19930406	55.61368349
2165	* zet Cas                          	9.242850778	53.89690759
2166	V* FU Cas                          	8.726105867	55.28774673
2167	V* V1047 Cas                       	10.50628039	54.25137121
2168	V* V962 Cas                        	8.914428255	54.9289808
2169	V* MM Cas                          	13.64568832	54.44343665
2170	V* KR Cas                          	13.5089726	54.51697824
2171	V* V452 Cas                        	13.07502624	53.86393036
2172	V* OW Cas                          	15.33941999	54.17502773
2173	V* HI Cas                          	13.87394097	53.87228532
2174	IRAS 00533+5503                    	14.05723626	55.33305151
2175	IRAS 00543+5451                    	14.31580442	55.12429367
2176	IRC +50015                         	12.04164343	53.56696095
2177	BC 85                              	14.89221053	55.31772835
2178	V* V460 Cas                        	18.11671	54.30731
2179	V* HW Cas                          	18.10796906	54.83556111
2180	V* V462 Cas                        	18.401942	54.23472627
2181	V* V417 Cas                        	16.83262409	53.63444818
2182	V* HV Cas                          	17.76445124	53.72784361
2183	V* V456 Cas                        	16.57552223	54.05650711
2184	IRAS 01097+5312                    	18.18571338	53.47121451
2185	IRAS 01123+5300                    	18.84191518	53.27030893
2186	IRAS 01158+5312                    	19.73474445	53.46240079
2187	V* HR Cas                          	16.78276001	54.61885293
2188	V* V759 Cas                        	15.79116885	53.14042139
2189	V* KT Cas                          	16.20910085	54.10549984
2190	V* HP Cas                          	16.05478397	54.08149538
2191	V* V723 Cas                        	16.27233646	54.01117696
2192	V* V537 Cas                        	15.87746445	53.44456916
2193	V* V1070 Cas                       	18.99566231	52.77778664
2194	NSV 432                            	18.0167	52.14
2195	* mu. Cas                          	17.06831127	54.92034067
2196	V* V1068 Cas                       	18.55918256	52.91070958
2197	V* V468 Cas                        	21.72623499	53.29646782
2198	V* OY Per                          	23.72402588	53.65877956
2199	IRAS 01178+5208                    	20.21711806	52.40956281
2200	V* IZ Per                          	23.02285298	54.01896262
2201	V* V588 Cas                        	20.65838313	54.38564355
2202	NSV 495                            	21.2254	52.0433
2203	V* V751 Per                        	22.72106129	53.42735157
2204	V* V1014 Cas                       	22.15227737	52.62545264
2205	V* KT Per                          	24.28664472	50.95566578
2206	HD 232486                          	24.67361957	52.51880019
2207	V* OZ Per                          	28.21347303	52.18609725
2208	HD 232579                          	30.22053858	51.38112232
2209	BD+49 499                          	28.9891203	50.4837933
2210	V* V658 Per                        	29.08305056	52.05841746
2211	IRAS 01448+5122                    	27.00410255	51.63568159
2212	V* V724 Per                        	30.8570156	51.79406936
2213	V* V725 Per                        	32.61266439	48.77791315
2214	V* RV And                          	32.76069188	48.94584761
2215	* 6 Per                            	33.40142017	51.06578395
2216	BD+49 573                          	32.82926458	49.8420353
2217	V* V660 Per                        	30.84113856	50.40275141
2218	V* V420 And                        	34.58881552	50.76751812
2219	Case 713                           	35.06022603	48.25766611
2220	StM 14                             	35.59788101	50.28954446
2221	V* DT And                          	34.21748526	48.90093505
2222	* 63 And                           	35.24250938	50.15149417
2223	BD+48 662                          	35.93815052	49.33871218
2224	LEE 246                            	35.5590416	50.08459109
2225	LEE 247                            	35.83686608	48.72815058
2226	V* QY And                          	32.78538764	48.86137563
2227	V* LM And                          	32.78882281	48.85941387
2228	NSV 15450                          	32.775	48.8028
2229	V* V559 Per                        	40.39563127	47.35629913
2230	Case 717                           	38.96467365	49.30044082
2231	V* RY Per                          	41.42550833	48.14385891
2232	V* BW Per                          	41.78435086	46.05818342
2233	V* V730 Per                        	44.64784255	46.5345917
2234	V* CR And                          	39.55425726	46.55820941
2235	V* V729 Per                        	42.62506413	45.91554968
2236	IRAS F02411+4606                   	41.11760617	46.31109387
2237	V* V728 Per                        	40.96737451	46.06210561
2238	SN 2006eh                          	42.54979	47.05569
2239	V* IU Per                          	44.9018293	43.92202996
2240	V* AE Per                          	45.04507709	44.13778181
2241	BD+45 687                          	44.68067857	45.62493052
2242	HD 18281                           	44.43671547	44.52659946
2243	* kap Per                          	47.37404816	44.85754065
2244	V* V672 Per                        	44.07510367	45.88698111
2245	IRAS 02522+4534                    	43.89630091	45.78031191
2246	V* LV Per                          	45.96709922	45.1952263
2247	SN 2003kd                          	45.19083	44.45361
2248	V* V432 Per                        	47.54500278	42.86923434
2249	V* V510 Per                        	48.46345719	43.86300107
2250	* l Per                            	50.36065513	43.32965039
2251	IRAS 03061+4418                    	47.36785164	44.49191261
2252	IRAS 03089+4308                    	48.06481998	43.33580807
2253	V* V433 Per                        	48.6466351	43.24636356
2254	V* V430 Per                        	46.90183883	42.90202916
2255	V* V887 Per                        	47.32828569	43.74823674
2256	SN 2001ew                          	48.28108	42.43747
2257	SN 1968A                           	49.9542	41.5033
2258	V* V374 Per                        	49.34368553	42.32408134
2259	SN 1958E                           	50.1792	42.78
2260	BD+42 765                          	51.66201092	42.72355109
2261	V* KN Per                          	50.64851339	41.33199354
2262	V* V336 Per                        	50.72442047	41.61704664
2263	G 95-30                            	50.75733881	42.00745821
2264	V* V460 Per                        	50.63071378	42.09903898
2265	SN 1975B                           	49.925	41.6333
2266	LEE 161                            	53.13445472	41.44203875
2267	IRAS 03285+4138                    	52.96947594	41.81661185
2268	NSV 1137                           	51.7568251	41.88419085
2269	SN 1975J                           	48.0167	42.1533
2270	V* V373 Per                        	48.68336429	42.38133382
2271	V* WW Per                          	49.61601643	42.82167939
2272	V* QY Per                          	48.90351026	42.47058311
2273	NSV 1109                           	50.45914509	41.77089182
2274	NSV 1139                           	51.6958	42.535
2275	2MASS J03191197+4133534            	49.7998801	41.56483349
2276	SN 2005mz                          	49.95783	41.50517
2277	3C 84                              	49.95066567	41.51169838
2278	SN 2006gy                          	49.36275	41.40542
2279	V* V511 Per                        	51.60632843	40.45847896
2280	V* V375 Per                        	51.71371524	40.21651547
2281	V* V463 Per                        	52.06204307	40.37187088
2282	V* RU Per                          	52.62616624	39.65811852
2283	SN 1969M                           	52.4542	40.0217
2284	IRAS 03232+3950                    	51.64345033	40.01141748
2285	SN 1993Y                           	52.85171	39.75075
2286	V* AB Per                          	54.43834618	40.76371385
2287	V* V691 Per                        	54.31256846	40.89985411
2288	V* IW Per                          	53.39597295	39.89947632
2289	IRAS 03353+4014                    	54.6537747	40.40311185
2290	SN 1999gg                          	51.99517	39.90528
2291	V* V690 Per                        	54.22649577	40.92770526
2292	SN 2002es                          	50.94679	40.56486
2293	SN 2006H                           	51.50621	40.69514
2294	EM* VES 251                        	303.3965716	42.20585883
2295	V* AY Cyg                          	302.4342801	41.49345658
2296	HD 192002                          	302.763633	40.94490418
2297	HD 192142                          	302.9411262	40.84436519
2298	V* V694 Cyg                        	302.4032139	40.46907759
2299	V* V431 Cyg                        	303.3009953	41.45710821
2300	V* V396 Cyg                        	304.0528299	42.10871767
2301	V* V1315 Cyg                       	303.0215851	41.5301959
2302	V* V1314 Cyg                       	303.0694736	40.87560491
2303	V* V1313 Cyg                       	302.8134851	40.75012145
2304	V* V1312 Cyg                       	302.7045	41.024204
2305	V* V1311 Cyg                       	302.4112479	40.92098579
2306	V* V1187 Cyg                       	304.1741313	41.96271698
2307	V* V1036 Cyg                       	302.0164234	40.72789163
2308	V* V1317 Cyg                       	303.4146177	41.10558771
2309	V* V1310 Cyg                       	302.3850852	41.00790225
2310	V* V1309 Cyg                       	302.281633	40.983801
2311	V* V1631 Cyg                       	302.9634093	41.54830741
2312	HD 229274                          	306.1504117	41.50071834
2313	BD+40 4124                         	305.1176732	41.36431328
2314	HD 193092                          	304.230357	40.36507511
2315	V* V1321 Cyg                       	305.8697935	41.53305161
2316	V* V1191 Cyg                       	304.2117384	41.96146001
2317	V* V470 Cyg                        	304.8404678	40.88790453
2318	V* V437 Cyg                        	304.3123557	41.78345289
2319	EM* AS 399                         	304.2661842	42.10206616
2320	EM* LkHA 224                       	305.122292	41.35790223
2321	V* V1622 Cyg                       	301.8838941	40.72953527
2322	IRAS 20120+4019                    	303.457991	40.47301536
2323	NSV 25036                          	302.7362552	40.97246015
2324	V* V1367 Cyg                       	302.6443702	40.64654682
2325	EM* LkHA 225                       	305.127474	41.35731585
2326	V* V2011 Cyg                       	303.1380025	40.26817859
2327	V* V424 Cyg                        	301.485864	40.60979765
2328	HD 228366                          	303.2638669	39.91812138
2329	NSV 25117                          	305.4087	41.6172
2330	V* V1651 Cyg                       	304.6449592	42.13677759
2331	V* V1649 Cyg                       	304.620766	40.56848694
2332	V* V1638 Cyg                       	303.269672	40.8715299
2333	V* V1637 Cyg                       	303.2175937	41.05193693
2334	V* V1632 Cyg                       	303.00662	41.00625
2335	V* V1628 Cyg                       	302.7140839	41.26556137
2336	V* V1627 Cyg                       	302.6278321	41.37927058
2337	NSV 25055                          	303.0416568	41.37317174
2338	V* V2311 Cyg                       	302.9704	41.6011
2339	V* V1636 Cyg                       	303.1822966	41.60083951
2340	V* V1634 Cyg                       	303.0811127	41.86382994
2341	NSV 25072                          	303.7783839	41.29416227
2342	V* V1647 Cyg                       	304.1426382	41.58502924
2343	V* V1646 Cyg                       	303.834313	39.97965833
2344	NSV 25071                          	303.7392	39.9369
2345	V* V1642 Cyg                       	303.4458893	40.37199288
2346	V* V1629 Cyg                       	302.8176295	41.07642233
2347	V* V1630 Cyg                       	302.8291829	40.87471836
2348	CSV 8454                           	302.8083	40.2867
2349	V* V1366 Cyg                       	302.2780152	41.37164474
2350	V* V1374 Cyg                       	304.047753	42.18572891
2351	V* V1379 Cyg                       	305.13562	41.35769
2352	V* V1748 Cyg                       	304.4721971	41.87755979
2353	V* V1677 Cyg                       	303.0787811	41.42341362
2354	V* V1680 Cyg                       	303.8937183	42.36665617
2355	V* V1682 Cyg                       	304.7861675	41.78104209
2356	V* V1683 Cyg                       	304.8448083	40.93641863
2357	V* V1688 Cyg                       	305.3613859	41.54333026
2358	V* V1692 Cyg                       	305.7370581	41.28380078
2359	V* V1381 Cyg                       	305.6386387	41.48444545
2360	[OH83] B343 S3                     	303.5374155	40.49731615
2361	V* V1375 Cyg                       	304.1565325	40.31311052
2362	V* V1625 Cyg                       	302.35833	40.72961
2363	Mis V1105                          	303.6610209	41.93722189
2364	V* V2117 Cyg                       	305.163293	43.1269945
2365	V* V503 Cyg                        	306.8224968	43.6895842
2366	V* V502 Cyg                        	306.6198906	42.69589906
2367	V* UW Cyg                          	305.7618344	43.24235632
2368	EM* LkHA 229                       	306.1649722	42.35250664
2369	C* 2905                            	307.0268257	42.91873668
2370	V* V1771 Cyg                       	304.2084615	42.97367996
2371	V* V1777 Cyg                       	306.1618901	42.56891146
2372	V* V1826 Cyg                       	305.7819392	42.31203288
2373	V* V1778 Cyg                       	306.3413754	42.07916385
2374	2MASS J20242137+4216056            	306.089075	42.268239
2375	EM* LkHA 227                       	306.0466524	42.28586009
2376	V* V1690 Cyg                       	305.628869	42.826813
2377	V* V1656 Cyg                       	306.3310658	42.53932057
2378	IRAS 20300+4242                    	307.9421618	42.88007567
2379	V* V1658 Cyg                       	306.3567536	42.44126567
2380	V* V1515 Cyg                       	305.9500666	42.20716135
2381	V* KW Cyg                          	305.7192354	44.19251127
2382	[D75] 101                          	304.4974232	43.2951722
2383	V* V1772 Cyg                       	304.2945285	42.6219644
2384	V* V1753 Cyg                       	307.9686317	43.18167956
2385	V* V1754 Cyg                       	308.0568565	43.26902669
2386	V* V1585 Cyg                       	306.0968549	42.24175264
2387	V* V1681 Cyg                       	304.4633025	42.52886674
2388	V* V1689 Cyg                       	305.3935155	42.43410711
2389	V* V1693 Cyg                       	305.7405939	41.85158981
2390	V* V1694 Cyg                       	305.9085612	42.84508842
2391	V* V1684 Cyg                       	305.0128144	43.04949891
2392	V* V506 Cyg                        	307.6575433	44.9263566
2393	V* RR Cyg                          	311.5189747	44.86934271
2394	IRC +40444                         	310.9193227	44.47710627
2395	Case 212                           	308.8667361	45.48836706
2396	* alf Cyg                          	310.3579798	45.28033881
2397	CSS2 58                            	309.4327523	43.5782809
2398	V* V1695 Cyg                       	308.5852033	43.68396883
2399	V* V1586 Cyg                       	308.4253962	44.39025524
2400	V* V2553 Cyg                       	309.3045258	44.91497133
2401	BD+44 3531                         	309.7567887	45.20764975
2402	V* V1588 Cyg                       	310.5112089	44.3168359
2403	V* V1201 Cyg                       	309.7441159	45.09230354
2404	LS III +46 32                      	314.343868	46.44947804
2405	BD+46 3009                         	310.228638	46.87251194
2406	BD+46 3022                         	310.8314674	46.57056794
2407	V* V1395 Cyg                       	313.0756008	46.76647735
2408	V* V2132 Cyg                       	311.4250828	46.19692108
2409	V* V519 Cyg                        	312.9643971	46.5408974
2410	V* V515 Cyg                        	311.7050792	46.58228932
2411	V* AZ Cyg                          	314.4976825	46.46682588
2412	V* RZ Cyg                          	312.9715687	47.3556561
2413	V* V1204 Cyg                       	311.0447878	46.81771
2414	BD+46 3032                         	311.1399753	47.00773361
2415	EM* UHA 2                          	310.0522551	46.62000436
2416	EM* UHA 12                         	311.0188731	46.55008884
2417	EM* UHA 13                         	311.0941573	46.52155073
2418	EM* UHA 23                         	311.8070228	46.58819401
2419	EM* UHA 29                         	312.1549887	46.91880223
2420	EM* UHA 43                         	312.9820456	46.93038463
2421	EM* UHA 53                         	313.30962	46.58356
2422	EM* UHA 78                         	313.9346333	46.5536612
2423	EM* UHA 60                         	313.4913251	46.3858033
2424	V* V1832 Cyg                       	310.4937883	46.34282566
2425	BD+45 3306                         	312.8811361	45.78732328
2426	BD+45 3318                         	313.3863181	46.09146673
2427	HD 198414                          	312.1097428	45.45210441
2428	V* V779 Cyg                        	312.2565774	45.46673946
2429	V* V347 Cyg                        	312.8607282	46.12104869
2430	V* DS Cyg                          	312.5884727	45.41646646
2431	EM* UHA 32                         	312.4144004	45.30634142
2432	EM* UHA 34                         	312.4979102	46.19570796
2433	EM* UHA 62                         	313.6435114	46.14868889
2434	IRAS 20401+4700                    	310.4426645	47.19145366
2435	EM* UHA 5                          	310.4735689	46.82216523
2436	Case 214                           	312.3349454	46.80381747
2437	V* CY Cyg                          	311.7093532	46.051925
2438	NSV 25340                          	311.9766865	45.69065699
2439	NSV 25344                          	312.057739	46.55774523
2440	V* V2044 Cyg                       	313.1158692	46.41437937
2441	Case 469                           	311.2036424	47.05298108
2442	V* V2041 Cyg                       	312.1546313	45.78757863
2443	HD 198625                          	312.4776806	46.66133747
2444	BD+46 3087                         	313.2747213	46.68611569
2445	* 55 Cyg                           	312.2345463	46.11413444
2446	V* V514 Cyg                        	311.5522926	45.47861551
2447	V* V511 Cyg                        	310.8251622	45.75489407
2448	V* BZ Cyg                          	311.4991571	45.30695727
2449	V* V1533 Cyg                       	312.8661652	46.30353674
2450	Mis V0366                          	314.041594	46.58141755
2451	V* V2147 Cyg                       	316.6536847	48.62782428
2452	HD 200405                          	315.4095821	47.91312974
2453	V* V1220 Cyg                       	315.0316012	47.81111603
2454	V* V522 Cyg                        	314.7746579	48.09357278
2455	Case 219                           	315.0478159	47.6762981
2456	IRAS 20574+4836                    	314.7714439	48.80429403
2457	IRAS 20580+4756                    	314.9210629	48.14470413
2458	IRAS 20595+4744                    	315.313806	47.93705619
2459	V* V1500 Cyg                       	317.9024214	48.15054176
2460	* f01 Cyg                          	314.9564652	47.52093858
2461	V* V520 Cyg                        	313.7397123	47.53380296
2462	HD 199478                          	313.9575187	47.41765607
2463	Case 218                           	314.7735534	47.60061458
2464	V* V1543 Cyg                       	315.0658572	48.44938834
2465	EM* VES 351                        	314.7315517	49.52033844
2466	V* V1542 Cyg                       	314.8468101	47.74516789
2467	V* V2275 Cyg                       	315.7581508	48.76475344
2468	V* V518 Cyg                        	312.7139834	48.46027377
2469	V* DH Cyg                          	314.6166219	47.64724055
2470	Case 227                           	319.2119198	50.39143768
2471	HD 203416                          	320.0788411	49.35238805
2472	V* V578 Cyg                        	317.535	48.8594
2473	V* V459 Cyg                        	317.7265543	49.14205544
2474	V* V409 Cyg                        	317.7594087	49.70113104
2475	IRAS 21166+4945                    	319.5912376	49.96317106
2476	IRAS 21040+4949                    	316.4137737	50.02882896
2477	IRAS 21095+5034                    	317.8025777	50.77790152
2478	IRAS 21130+4923                    	318.6838924	49.5962523
2479	IRAS 21172+4944                    	319.745066	49.95698166
2480	GD 394                             	318.1834873	50.10496872
2481	V* V2201 Cyg                       	316.0701141	49.74440715
2482	TYC 3596-261-1                     	316.970067	49.541358
2483	V* V1720 Cyg                       	316.9170504	48.85518343
2484	V* V1064 Cyg                       	317.5196	48.6092
2485	V* V1063 Cyg                       	317.539815	48.71635539
2486	EM* LkHA 321                       	315.4794611	49.86007477
2487	V* V1959 Cyg                       	316.1473807	49.49022016
2488	V* V1758 Cyg                       	318.1709634	48.93189674
2489	EM* VES 391                        	319.9374149	49.69963778
2490	V* V2251 Cyg                       	318.6401724	50.39727306
2491	[A70] 95-0-72                      	321.6668916	52.31884718
2492	HD 235504                          	320.7071291	50.51083268
2493	BD+49 3512                         	320.8020959	50.36318617
2494	V* V2165 Cyg                       	323.480915	50.75110347
2495	V* V616 Cyg                        	322.6411849	50.12565977
2496	V* V615 Cyg                        	322.6085636	50.15529946
2497	IRAS 21286+5010                    	322.5863864	50.38989008
2498	1RXS J213756.4+505041              	324.4854	50.8447
2499	IRAS 21243+4919                    	321.5260451	49.53996097
2500	IRAS 21138+5054                    	318.8777958	51.12357499
2501	NSV 25541                          	319.3231597	50.75292652
2502	NSV 25560                          	319.9209529	50.67822439
2503	RX J2117.3+5044                    	319.3240509	50.7350334
2504	TYC 3598-1594-1                    	321.3005812	49.7060592
2505	V* V1088 Cyg                       	325.5612896	53.06759314
2506	V* V538 Cyg                        	324.3672013	51.76248447
2507	V* V1617 Cyg                       	325.1398727	51.7440465
2508	IRAS 21322+5303                    	323.4925166	53.28283152
2509	IRAS 21371+5315                    	324.7224684	53.49363608
2510	IRAS 21399+5132                    	325.4306067	51.76691729
2511	V* V1733 Cyg                       	325.4611924	51.95179308
2512	V* V1728 Cyg                       	323.9683619	51.24494497
2513	IRAS 21377+5042                    	324.8886543	50.94148022
2514	V* LQ Cyg                          	326.6611314	52.56744661
2515	V* V1397 Cyg                       	327.3980257	52.39524427
2516	Mis V1329                          	325.871208	53.145384
2517	V* V1404 Cyg                       	329.31933	52.2005
2518	Case 670                           	331.5176865	52.84444047
2519	HD 207561                          	327.0668634	54.38738437
2520	HD 235679                          	329.6240056	54.48488242
2521	HD 235661                          	328.7717888	54.48377834
2522	HD 209179                          	329.9817747	54.07399013
2523	HD 209678                          	330.9222147	53.21253004
2524	V* V680 Cyg                        	328.4351568	53.80363216
2525	V* MQ Cyg                          	329.6089153	53.40344142
2526	V* DP Cyg                          	330.1153171	53.29305487
2527	V* DO Cyg                          	329.5941332	52.56729657
2528	EM* MWC 645                        	328.3645253	52.99944807
2529	Case 240                           	329.3878109	53.79648225
2530	IRAS 21461+5340                    	326.9719119	53.91462904
2531	IRAS 21463+5327                    	327.0184195	53.68399122
2532	IRAS 21488+5348                    	327.6445894	54.03700032
2533	V* V2212 Cyg                       	328.430557	52.35702004
2534	IRAS 21544+5445                    	329.0641421	55.00672427
2535	V* V2359 Cyg                       	329.1158838	53.77203025
2536	IRAS 21590+5237                    	330.2121234	52.86530351
2537	IRAS 22002+5302                    	330.5206329	53.29015347
2538	IRAS 22024+5237                    	331.0794311	52.87031577
2539	V* DM Lac                          	331.1485417	52.89971099
2540	V* V1406 Cyg                       	329.4129185	53.39426955
2541	V* V1739 Cyg                       	330.1846526	52.52333609
2542	V* II Lac                          	331.5715678	52.98787928
2543	V* V1405 Cyg                       	329.3775484	53.89591755
2544	Case 236                           	328.2369223	53.49255633
2545	Case 237                           	328.8439091	52.88988803
2546	HD 235655                          	328.6647227	52.04317045
2547	V* V1481 Cyg                       	325.9859778	53.7222045
2548	V* V1814 Cyg                       	325.9963719	53.70152255
2549	V* V2354 Cyg                       	326.021973	53.70996855
2550	V* V2355 Cyg                       	326.0304156	53.69875882
2551	HD 207793                          	327.5103447	52.69731623
2552	IRAS 21500+5154                    	327.9535512	52.1407992
2553	V* V1402 Cyg                       	329.0602811	54.52712074
2554	V* V1483 Cyg                       	328.6028301	54.264604
2555	V* V1429 Cyg                       	328.77604	53.42269
2556	V* V1432 Cyg                       	329.1595699	54.01726534
2557	V* V1407 Cyg                       	329.4468435	52.36953836
2558	V* V1408 Cyg                       	329.4747266	53.26251531
2559	V* HM Lac                          	330.7307956	52.7860732
2560	V* HO Lac                          	331.0379516	53.09953933
2561	V* HQ Lac                          	331.1042135	52.90737168
2562	V* HS Lac                          	331.2177547	53.06382967
2563	Case 245                           	330.6132047	53.85448275
2564	Case 232                           	326.4703464	54.11478633
2565	V* V2349 Cyg                       	325.9315432	53.76687437
2566	V* V2261 Cyg                       	325.9798746	53.72855749
2567	V* V2263 Cyg                       	326.014612	53.71280786
2568	V* V2262 Cyg                       	325.9846152	53.71185206
2569	V* V2264 Cyg                       	326.0475943	53.73839832
2570	V* V2350 Cyg                       	325.9595162	53.71312784
2571	V* V2351 Cyg                       	325.9489601	53.71303671
2572	V* V2352 Cyg                       	325.9927682	53.71243153
2573	V* V2353 Cyg                       	326.0123755	53.70328396
2574	V* NV Cep                          	332.8001129	54.68937709
2575	HD 235749                          	332.8985503	55.26789514
2576	V* AW Lac                          	334.4911653	54.46730533
2577	LF 4 +54 386                       	334.588026	54.46671176
2578	HD 211472                          	333.9755776	54.67288993
2579	V* CY Lac                          	333.2863104	54.55951819
2580	V* DQ Cyg                          	330.57295	54.71324268
2581	BD+55 2693                         	332.3448121	55.75673787
2582	V* AB Cep                          	332.7951456	55.28175217
2583	V* GQ Lac                          	334.485866	54.76232431
2584	V* DP Lac                          	333.7224536	55.35443259
2585	BD+53 2833                         	334.0609358	54.1671169
2586	V* V448 Cep                        	333.0406627	53.69878509
2587	V* WZ Lac                          	333.8234596	54.19786502
2588	V* WX Lac                          	333.1767592	54.25758897
2589	V* IU Cep                          	330.6750126	54.73580294
2590	V* V706 Cep                        	331.2423001	54.12773498
2591	V* V641 Cep                        	331.5205161	55.69782689
2592	IRAS 22068+5311                    	332.1764148	53.43470245
2593	V* V647 Cep                        	332.20625	55.26275
2594	V* V648 Cep                        	332.384214	55.53974754
2595	Case 246                           	333.1241521	55.75051799
2596	V* V341 Lac                        	333.2895117	53.6239405
2597	V* V434 Lac                        	333.2885331	54.62103765
2598	V* IZ Cep                          	332.0701941	53.92090908
2599	V* NW Cep                          	333.44979	55.73914
2600	V* KM Lac                          	333.4558	55.4739
2601	V* KL Cep                          	332.5953271	54.15257629
2602	Case 244                           	330.3226021	54.54259083
2603	V* IV Cep                          	331.1538159	53.50656393
2604	Case 241                           	329.4591891	54.89969509
2605	V* V2269 Cyg                       	329.5032654	55.05463923
2606	V* V2272 Cyg                       	329.7954277	55.13230096
2607	V* MP Cep                          	331.456381	53.62891215
2608	HD 210221                          	331.8566057	53.30743667
2609	V* IY Cep                          	331.8977323	55.36274974
2610	V* KP Lac                          	333.7804	54.4475
2611	V* KK Cep                          	332.3239548	54.97236588
2612	V* KM Cep                          	332.5889688	55.15477842
2613	V* KN Cep                          	332.6830621	55.62715854
2614	V* KP Cep                          	332.9932965	54.64162752
