EID	aperture	FoV	pixel_scale	tracking accuracy (")	limiting magnitude (mag)	elevation limit (deg)	"mount type (german, fork, theodolite)"	camera_type_1	camera_type_2	Johnson B	Johnson V	Johnson R	SDSS u	SDSS g	SDSS r	SDSS i	SDSS z
437	2.50414091	388.7462638	2.885196717	0.98856127	16.56029611	31.41371277	theodolite	colored	cooled	y	y	y	n	y	n	y	y
438	5.165958995	453.7563645	0.35238994	0.733942641	15.48410115	29.6164745	fork	mono	uncooled	y	n	y	y	n	n	n	y
439	7.031889274	15.60235029	1.700676382	0.814078862	8.879656969	21.58407542	german	colored	cooled	y	y	n	y	y	y	y	n
440	0.800463115	115.7383521	0.216464527	0.314247662	15.09251883	27.7252939	theodolite	mono	cooled	y	y	y	y	n	y	y	n
441	1.036729133	44.88938053	2.961032378	0.50770525	17.6000159	27.03122726	german	colored	cooled	y	y	n	y	y	y	y	n
442	8.925754223	197.3780849	1.162428326	0.746895113	13.55115956	26.84906886	fork	mono	cooled	n	y	y	y	y	y	y	y
443	6.105110644	559.2162481	1.081366029	0.794046625	21.3749745	14.04882649	fork	mono	cooled	y	y	n	y	y	y	n	y
444	9.106345025	39.30706143	2.916699664	0.770483016	18.6393337	23.95959635	theodolite	mono	cooled	y	y	y	y	n	y	y	n
445	6.972518304	421.5546376	2.129567029	0.286959042	13.34355122	23.73500873	fork	colored	cooled	y	n	y	y	y	y	n	y
446	0.856726979	396.3918299	2.599742237	0.633279339	24.50917268	24.39797898	theodolite	colored	cooled	y	y	y	y	y	y	y	y
447	6.327692454	152.0693898	2.883740451	0.776347301	22.79443269	14.72569087	theodolite	colored	uncooled	y	y	y	y	y	y	y	y
448	9.003182173	304.1647291	0.594046176	0.312906188	20.73475423	25.3151018	german	colored	cooled	y	y	y	y	y	y	y	n
449	8.696059168	106.8068839	2.059495688	0.532519277	8.33120045	32.7650734	fork	mono	uncooled	n	y	y	n	y	y	y	n
450	4.752392228	550.8917042	1.254168929	0.34302358	13.30883638	33.14975968	theodolite	mono	cooled	y	n	n	y	y	y	n	y
451	6.238651392	357.119715	1.121672099	0.360959926	20.74063775	31.98191648	fork	colored	cooled	y	y	y	y	n	y	y	y
452	2.240336057	469.761772	2.868325915	0.678261411	19.90560093	19.3050398	fork	mono	cooled	n	n	y	y	n	y	n	y
453	7.304040727	139.5832484	1.694766626	0.165401024	18.40701378	17.86964233	fork	mono	cooled	n	y	y	y	y	y	y	y
454	5.202810568	478.9809949	2.502966718	0.551690505	21.71160322	15.34185534	fork	mono	cooled	y	y	y	y	y	n	y	y
455	9.808692569	405.365691	0.861440188	0.903408757	13.1799901	30.58386458	fork	mono	cooled	n	y	y	y	n	y	y	y
456	7.791723128	445.793673	2.578102251	0.107980871	11.28082493	30.72794235	german	mono	cooled	n	n	y	y	y	y	y	y
457	1.050291188	433.4315465	1.425118068	0.809939592	19.6774234	12.65868008	fork	mono	cooled	y	y	y	y	y	n	n	y
458	0.228657262	202.1557739	0.194374417	0.555879651	22.58020316	17.28018364	theodolite	mono	uncooled	y	y	y	y	y	n	n	y
459	2.405867208	546.1902936	0.448396282	0.155004186	9.630076093	21.40747853	theodolite	colored	cooled	y	y	n	y	y	y	n	y
460	3.988530665	107.4399687	1.038204404	0.856981042	15.67197152	31.86549624	fork	mono	cooled	y	y	y	y	y	y	y	y
461	5.260656057	474.7470464	2.764936773	0.678615315	21.4313172	13.98011798	german	mono	cooled	y	y	n	n	y	n	n	n
462	1.391245421	152.9286713	2.407652955	0.476951073	19.95114788	24.95786806	theodolite	colored	cooled	y	n	y	n	y	y	y	y
463	2.333169943	464.8999453	2.001087523	0.802366662	15.8573393	31.55028082	fork	colored	cooled	y	y	y	y	y	y	y	y
464	7.380300113	336.1745012	2.612792969	0.815646565	10.40113371	33.70316486	fork	mono	uncooled	n	y	y	y	y	y	y	y
465	3.216147969	443.9286121	1.326296595	0.608944437	12.19634045	31.17377504	german	colored	cooled	n	y	y	y	y	y	y	n
466	5.161095393	557.1555005	0.280841202	0.655321266	13.9926404	29.93936785	german	colored	cooled	n	y	y	y	y	n	n	y
467	6.142160462	282.5383906	0.235520605	0.299505497	9.356301985	29.0154645	fork	colored	cooled	n	y	y	y	n	y	y	y
468	1.246684667	255.8741577	1.048014262	0.384160911	20.20696106	31.16719503	german	colored	cooled	n	n	y	y	y	y	y	y
469	5.538313121	184.8954746	0.502659915	0.127270519	13.19376662	33.1295572	german	mono	cooled	y	y	n	y	n	y	y	n
470	0.229391676	72.73287947	2.211440349	0.452018841	21.38895434	30.87368071	theodolite	colored	uncooled	y	y	y	y	y	n	n	y
471	4.942719615	253.0109677	2.573950392	0.491196596	14.48104797	18.23879762	fork	mono	cooled	y	y	y	n	n	y	y	y
472	6.035840341	272.552588	1.111206614	0.775657737	11.60906886	15.21687563	fork	mono	cooled	y	y	y	y	y	y	y	n
473	0.722236359	466.57636	1.197877504	0.572910001	22.09861337	14.70907571	fork	mono	cooled	y	y	y	y	y	y	n	y
474	9.447205962	411.3150697	1.266616865	0.747559398	17.30586279	34.57918521	theodolite	colored	cooled	y	y	y	y	n	n	y	n
475	8.253708334	265.8732881	1.578666677	0.262787958	14.54828528	19.70533156	theodolite	mono	cooled	y	y	y	y	y	n	n	y
476	2.711077041	372.0426428	0.299717315	0.987023456	16.72515985	34.76795727	fork	mono	cooled	y	n	y	n	y	y	n	y
477	5.46373172	211.8138928	2.707055588	0.948199247	12.09746243	31.90993929	german	mono	uncooled	n	y	y	n	y	y	y	n
478	1.122359971	511.9250982	2.557922363	0.217267235	13.89762992	33.66167155	fork	mono	cooled	y	y	y	y	n	n	y	y
479	3.198623605	298.8740159	0.993608932	0.213137388	17.63582501	28.53524146	fork	mono	cooled	n	y	n	y	y	y	n	y
480	3.609260919	35.18760626	2.799051005	0.850932216	12.28288048	26.76573468	german	colored	cooled	n	y	y	n	y	n	y	y
481	7.882121539	249.8141491	1.053596652	0.843322911	11.4578086	25.8802244	fork	colored	cooled	y	y	y	y	y	y	y	y
482	0.443897727	350.472124	2.006781711	0.352450908	14.30477361	33.35972073	theodolite	mono	cooled	n	n	y	y	y	y	y	y
483	5.156314284	203.1818973	2.525269638	0.674694968	21.17195493	28.41791642	german	colored	cooled	y	n	y	y	n	n	y	y
484	3.402222278	348.8745185	1.666396515	0.696632006	21.67925703	29.13569116	fork	mono	cooled	y	y	y	y	y	y	y	n
485	5.119780059	297.6937645	2.299319419	0.110760036	8.572705322	20.63659698	fork	colored	cooled	y	y	y	n	y	y	y	y
486	6.363035162	497.001005	2.712033162	0.644699129	14.49846571	15.05694925	theodolite	mono	cooled	y	y	n	y	y	y	y	y
487	0.813795015	225.448535	0.76519929	0.358823547	15.99919654	33.02644477	theodolite	colored	cooled	y	y	y	y	y	y	y	n
488	5.057402698	217.1531903	0.469994925	0.575511372	12.3971272	25.36152045	fork	mono	cooled	y	y	y	n	y	y	n	y
489	7.188169947	427.2277411	2.986357874	0.367061002	23.06907672	27.67815429	theodolite	mono	cooled	y	y	y	y	y	y	y	y
490	1.558108442	515.9731507	1.148975505	0.65086623	23.46774907	34.63521563	german	mono	cooled	y	y	y	y	y	y	y	y
491	0.847047394	474.9286891	1.975283741	0.452392929	15.65285738	33.83234916	theodolite	colored	cooled	y	y	n	n	y	n	y	y
492	4.236176678	199.1051431	2.913654034	0.275535516	23.62977505	27.83386533	theodolite	colored	cooled	y	y	y	y	n	y	y	y
493	8.503716705	427.412751	1.871339741	0.911638712	13.30189513	19.61025192	fork	colored	cooled	y	n	y	n	y	y	y	y
494	3.816307843	172.3781975	2.911108457	0.82783378	8.402200383	16.70250744	fork	mono	cooled	y	y	y	y	y	y	y	y
495	0.443705645	292.2802365	0.617107698	0.721228974	14.30874328	19.78116872	theodolite	mono	cooled	y	y	n	y	n	n	n	y
496	2.377500299	573.9750054	0.7236971	0.767064427	15.70970656	25.44929853	fork	mono	cooled	y	y	y	y	y	n	y	y
497	6.462367406	91.52959078	1.457244094	0.610628572	14.76901737	12.06761551	fork	mono	cooled	y	n	y	y	y	y	y	y
498	2.884762512	78.08314045	0.881528696	0.379194643	20.07445901	31.29404782	fork	mono	cooled	y	n	y	n	n	y	y	y
499	3.536047365	75.39628894	1.094347866	0.967174287	23.59040279	12.9644467	theodolite	colored	cooled	y	y	n	n	y	y	n	y
500	3.08464364	317.6663883	0.165516186	0.731133138	24.8270644	24.75467014	german	mono	cooled	y	n	y	y	y	y	y	y
501	2.36510626	339.326881	1.128087843	0.569077388	17.96147646	34.85039505	german	mono	cooled	y	y	y	y	y	y	y	y
502	7.353277571	51.47212965	0.489084831	0.475880841	12.33700078	19.34029793	fork	mono	cooled	y	y	y	y	y	y	y	y
503	0.101308081	436.6514111	2.132808315	0.248390424	19.5313445	18.89361748	german	colored	uncooled	y	n	y	y	y	y	n	y
504	8.455230574	42.34406464	2.647184406	0.679627371	16.71770548	26.99917469	german	mono	cooled	y	n	n	y	y	y	y	y
505	3.182451931	498.6043175	2.008289241	0.507049993	23.86624103	34.20397103	theodolite	colored	cooled	y	y	n	y	n	y	y	y
506	4.06584667	281.9482352	2.67219252	0.976416736	22.95457151	32.55453801	fork	mono	cooled	y	y	n	y	n	n	y	y
507	9.493692481	226.2375445	1.816291171	0.704531994	9.469523896	21.59764205	german	mono	cooled	n	y	y	n	y	y	n	y
508	5.883300066	35.10326561	2.272232259	0.845137298	21.03001302	29.29898071	german	colored	cooled	y	y	y	y	y	y	y	y
509	7.412156971	427.3074355	0.943150648	0.718246445	20.76667896	19.90966853	theodolite	colored	cooled	n	n	y	y	y	y	y	y
510	1.013650966	460.0711007	0.957519738	0.386374947	9.615243772	21.44710449	german	colored	cooled	y	y	n	y	y	y	y	n
511	5.838707511	345.8221785	1.3606226	0.907854025	17.89102629	20.11260673	theodolite	mono	cooled	y	y	y	y	y	y	y	y
512	8.543444765	599.7971786	2.901897509	0.754906557	21.5658794	34.90024049	fork	mono	cooled	y	y	y	y	y	n	y	n
513	2.217340873	127.2478917	1.298847277	0.789001888	20.10535808	29.5216556	theodolite	mono	cooled	y	y	y	n	y	n	y	y
514	8.439707407	403.7380233	0.718744756	0.465785046	9.627225512	23.1249538	fork	colored	cooled	n	y	n	y	y	y	n	y
515	2.003172124	400.5227625	2.969771927	0.864382262	10.25692016	26.32374272	german	mono	cooled	y	n	y	y	y	y	y	y
516	7.912943058	148.7599247	2.186038369	0.266854001	22.4588742	24.52060747	theodolite	mono	uncooled	y	y	y	y	y	y	y	n
517	9.527145011	136.2999091	0.188257006	0.368682521	24.09005296	33.06695189	theodolite	colored	cooled	y	y	y	y	y	y	y	y
518	1.434701186	221.0219121	2.749874337	0.789908721	22.92538561	12.81667311	german	mono	cooled	y	n	n	y	y	y	y	y
519	6.598659051	476.5155954	0.332326387	0.822146316	22.77727717	17.25993382	fork	colored	cooled	y	y	y	y	y	y	y	n
520	5.827732863	491.5455478	2.573785281	0.334632259	21.35080049	31.56369307	fork	colored	cooled	y	y	y	y	y	y	y	y
521	4.285995176	15.45729759	0.803858435	0.617262215	21.55316621	18.31376927	fork	mono	cooled	y	y	y	y	y	n	y	n
522	6.749398949	396.0534253	2.154655571	0.331449782	12.54472972	20.85639008	fork	mono	cooled	y	y	y	y	y	n	y	y
523	4.321806946	192.3849968	2.979693687	0.84658754	18.38476494	24.5522492	fork	colored	cooled	y	y	y	y	n	y	n	y
524	7.458626987	346.4692644	1.284556163	0.890884157	23.49170545	32.25991405	fork	mono	cooled	y	y	y	y	y	y	n	y
525	8.710600681	370.3864818	2.092862443	0.775434139	19.51805214	34.73070068	fork	mono	cooled	y	y	y	y	y	y	y	y
526	7.529929604	300.6900577	0.874127128	0.610407688	10.44081086	18.03768763	german	colored	cooled	y	y	n	y	y	y	y	y
527	7.240914844	202.4874959	0.290537663	0.616823171	21.29949627	16.79861358	fork	mono	cooled	y	y	y	y	y	y	n	y
528	3.216280048	414.3035948	1.851632944	0.842158815	16.09762889	12.23925274	theodolite	mono	cooled	n	y	n	y	y	y	y	y
529	1.46069172	281.6365901	1.105959386	0.69630455	9.119548089	23.17525299	theodolite	colored	uncooled	y	y	y	y	y	y	n	y
530	5.076047144	306.1699057	2.495733086	0.531236148	16.81018871	19.64605956	fork	mono	uncooled	y	y	y	y	n	n	y	y
531	9.976495905	408.9933354	1.595464727	0.794881072	19.66264424	34.80466351	theodolite	mono	uncooled	n	y	y	y	n	y	y	y
532	2.966527868	294.3825949	2.96639024	0.922756487	14.16777715	15.67649402	german	mono	cooled	y	y	n	y	y	y	n	n
533	4.435749791	215.4675824	2.567418016	0.908109979	10.02020506	23.56277325	fork	colored	cooled	y	y	n	n	y	y	y	y
534	8.068866475	477.0624197	1.490433056	0.845450308	14.16109581	34.42872705	fork	colored	cooled	y	y	y	y	n	y	n	n
535	9.900950489	136.5019353	2.99588234	0.879078548	12.09976376	34.69851617	german	colored	cooled	n	n	y	y	n	y	y	y
536	0.495728746	27.2387079	1.807296284	0.490832931	11.2734062	20.17159122	german	colored	cooled	y	y	y	y	y	y	n	y
537	7.177152495	376.5423025	0.865157874	0.194045788	24.61541056	20.91389265	fork	colored	cooled	y	y	y	y	y	y	y	y
538	1.05447782	400.1738604	0.193391282	0.288130693	13.99239226	26.50992779	german	colored	cooled	y	n	y	y	n	y	y	y
539	3.108162976	157.2841901	2.349891833	0.41816232	13.04540727	16.09592251	fork	mono	cooled	y	y	y	n	y	y	y	y
540	1.529364177	412.4829058	2.928223343	0.574361394	8.25348119	32.73464359	theodolite	colored	cooled	y	y	n	y	y	y	n	n
541	6.491673671	166.5309853	1.971343856	0.271618593	20.90431802	31.66220195	fork	mono	cooled	y	y	n	n	n	y	y	n
542	2.674658619	4.825781263	2.400070388	0.65472084	9.322462033	13.72645995	german	colored	cooled	y	y	y	y	y	y	y	n
543	3.96569038	185.5044921	1.612305082	0.85043631	20.39422922	26.23763272	theodolite	colored	cooled	y	y	y	y	y	y	n	y
544	6.782920222	262.9660997	2.783844136	0.142793614	9.890045186	21.62847945	german	mono	cooled	y	y	y	y	y	y	n	n
545	8.239661246	582.4452363	1.368941236	0.937078184	8.065823708	15.66761274	german	colored	cooled	y	y	y	n	n	y	y	n
546	2.707323747	492.8705228	0.642040253	0.651541014	18.47934677	31.34745518	fork	colored	cooled	y	y	y	y	y	y	y	n
547	6.730660408	391.3602393	1.169523895	0.905133865	24.22892863	34.75298736	german	colored	cooled	y	n	n	y	y	y	y	y
548	1.776605715	570.3374409	0.575693947	0.725080253	24.22527909	16.86781109	fork	mono	cooled	y	y	y	y	y	n	y	y
549	0.478117459	184.9109661	0.960087598	0.376570337	23.338086	34.58741682	german	mono	cooled	y	n	y	y	y	y	y	y
550	0.602746756	487.4327347	1.282214727	0.371380501	17.60492744	12.84683235	fork	mono	cooled	y	y	y	y	n	y	y	y
551	4.070799932	557.1359974	0.126071812	0.16914652	17.06529294	21.47955122	theodolite	mono	uncooled	y	y	n	y	n	y	y	y
552	2.878994218	592.933079	1.162867162	0.669571432	24.56573025	28.85273152	fork	mono	cooled	y	y	y	n	y	n	y	n
553	4.360778649	262.3733461	0.76431155	0.855358938	12.23606286	21.54470697	german	mono	cooled	y	n	y	n	y	n	y	y
554	5.282181724	225.4295325	1.647379564	0.348405667	15.36614593	22.48828553	fork	mono	cooled	y	n	y	n	y	y	y	y
555	6.257294342	565.2147333	0.761229304	0.370587063	22.63708201	31.89395427	fork	mono	cooled	n	y	y	n	y	y	y	y
556	6.173074769	559.05882	2.236799351	0.556150897	9.830876851	21.57890208	fork	mono	cooled	n	y	y	y	n	y	y	y
557	0.223520898	558.5788344	2.604410667	0.150503732	13.62632935	14.19780963	german	colored	cooled	y	y	n	n	n	y	n	n
558	3.145691692	356.4683667	0.79511023	0.797647778	22.37991986	18.20251113	fork	mono	cooled	y	y	y	y	y	y	n	n
559	0.319209532	262.6937977	0.316859041	0.287730366	20.25034904	27.19269653	german	mono	uncooled	n	y	n	y	y	y	y	y
560	4.884354755	290.1875049	0.270505149	0.836387782	23.58176329	30.89967957	fork	mono	cooled	y	n	y	y	y	y	y	y
561	4.175952932	329.9731881	1.167545359	0.923456982	15.78217601	34.56323867	fork	colored	cooled	y	y	y	y	n	y	y	y
562	5.477478216	171.0123205	1.913943817	0.873231521	9.220706024	32.18746579	fork	colored	cooled	y	y	n	n	y	y	y	n
563	1.366830302	460.539154	2.578411185	0.10504245	23.82403759	27.57474218	theodolite	mono	cooled	n	n	y	y	y	y	y	n
564	9.375086249	500.5428237	2.668500373	0.648412333	17.34950951	22.407318	fork	colored	cooled	n	n	y	n	y	n	y	n
565	7.028191503	235.0336269	2.081579017	0.325736979	12.11831042	28.92164477	theodolite	mono	cooled	n	y	y	y	y	n	y	y
566	8.427987516	439.7402122	1.433108859	0.755914407	15.05377472	31.34959592	theodolite	mono	cooled	y	y	y	y	y	n	n	n
567	9.137077608	430.2941776	0.49472132	0.711197242	17.27611329	15.96804666	german	colored	cooled	y	y	y	y	y	y	n	y
568	5.492271794	90.7920562	1.568963527	0.324054623	9.496938438	24.63131241	german	colored	cooled	y	y	y	y	y	y	y	y
569	6.549085803	176.9340448	2.260994945	0.317192526	15.00055894	30.43105868	fork	mono	cooled	y	y	y	y	y	y	y	y
570	3.862767088	409.687975	2.092781708	0.933491479	23.67504573	23.14069744	german	colored	cooled	y	y	y	y	n	n	y	y
571	8.985464841	296.2640852	1.166703086	0.303747148	22.08397164	14.65052759	german	colored	cooled	n	y	y	y	y	n	y	y
572	0.921245208	115.1862612	0.141855758	0.731725684	24.3144829	23.3836447	fork	mono	uncooled	y	y	n	y	n	n	y	y
573	2.55692225	191.1846248	1.584476146	0.97659618	22.32651374	25.76838744	fork	mono	cooled	y	y	y	y	y	y	y	y
574	2.352450488	135.9272339	2.663186556	0.482651458	11.57186329	26.63858686	fork	mono	cooled	n	y	n	y	n	n	n	y
575	2.552151963	166.2320009	2.712007555	0.766935246	24.24017538	14.84377534	fork	colored	cooled	n	y	y	y	y	y	y	y
576	0.401106872	185.589951	0.64379271	0.887969469	22.42334553	32.54249768	theodolite	colored	cooled	y	y	y	y	y	y	y	y
577	1.887228583	267.121846	2.206568562	0.995760699	21.72999949	13.84594813	theodolite	colored	cooled	y	y	y	y	y	y	n	n
578	5.912054532	315.2100887	1.528799352	0.400093652	10.54527572	16.4933246	fork	colored	cooled	n	y	y	y	y	y	y	n
579	9.329864688	375.5842115	1.733156634	0.74518325	21.52167948	20.33492773	fork	mono	cooled	y	y	y	y	y	y	y	y
580	0.891237143	320.8812248	2.741976363	0.285247167	24.80155389	27.42319334	german	colored	cooled	n	n	y	y	y	n	y	y
581	2.948151203	196.7515696	2.324781442	0.267149708	23.72918373	21.82220166	fork	colored	cooled	y	n	y	y	y	n	y	y
582	6.516317744	242.2421488	0.67453004	0.807279069	9.185521822	12.85615906	fork	mono	cooled	y	n	n	n	y	y	y	y
583	7.538457509	504.9625665	1.320378497	0.985614216	24.30566633	31.58901351	fork	colored	cooled	y	y	y	y	y	y	y	y
584	0.140617776	320.1906248	2.59672623	0.508274267	10.34668987	25.71691961	theodolite	mono	cooled	y	y	y	n	y	y	y	y
585	1.137940646	390.3746552	0.277715065	0.650502558	13.52391532	34.18640303	fork	colored	cooled	n	n	n	y	n	y	y	y
586	8.583569593	119.2424434	2.521475266	0.199287	20.84437646	13.62661405	fork	mono	cooled	y	n	y	y	n	y	y	y
587	7.452800983	242.7506195	1.730971456	0.421798668	24.30530271	25.17241677	german	colored	cooled	y	n	y	n	y	y	y	y
588	2.099316494	178.4126425	0.318611963	0.256019989	20.55412789	34.33202276	german	colored	cooled	n	y	y	y	y	y	y	n
589	3.37922425	556.2733078	2.545364257	0.994919384	23.57573704	21.09556274	fork	mono	cooled	y	n	y	y	y	n	y	y
590	8.774539689	184.6709044	2.057213993	0.583553943	14.41562579	25.22340853	fork	colored	uncooled	y	n	y	n	y	y	y	n
591	6.659028028	543.307187	1.617304861	0.935734957	22.3541195	26.54558372	german	colored	cooled	y	y	y	y	y	y	y	n
592	9.620427645	549.645891	2.394826618	0.733466986	21.56008181	34.34603735	german	colored	cooled	n	y	n	y	y	y	y	y
593	0.303074883	22.22859967	2.9061528	0.889364764	24.281809	27.90502473	theodolite	mono	cooled	y	y	y	y	n	n	y	y
594	0.955860986	168.4444482	0.882889048	0.723565778	10.98058602	16.41812608	fork	colored	cooled	y	n	y	y	y	y	y	y
595	7.587225801	464.5339519	0.689507949	0.924137479	9.113338633	17.48248094	german	mono	cooled	y	n	n	n	y	y	y	y
596	9.188353063	437.1200414	1.627304882	0.21778418	14.30433328	22.06336772	fork	mono	cooled	y	n	y	y	y	y	y	y
597	5.605003457	25.69045809	1.834860726	0.170335857	21.12336624	27.78196173	fork	colored	uncooled	y	y	y	y	y	y	y	n
598	8.739028692	169.3130843	1.464509354	0.421446162	22.27025975	19.20117504	german	colored	cooled	y	y	y	y	y	y	y	y
599	2.355869137	453.5818187	0.451050674	0.998063272	12.83510007	19.15160307	theodolite	colored	cooled	y	n	y	n	y	y	n	n
600	7.970862412	240.0188878	1.885046034	0.531209268	22.93777123	28.83172727	german	mono	cooled	y	y	y	n	y	y	y	n
601	8.062504575	278.1190444	1.979567943	0.455217915	18.76469145	26.90554173	theodolite	mono	cooled	y	y	y	y	y	y	y	y
602	8.333296791	447.1507938	0.339914192	0.230435197	15.8040748	20.26702963	theodolite	colored	cooled	y	y	y	y	y	y	y	y
603	4.926243222	268.5911585	0.651160915	0.685835957	8.394269546	17.52709626	german	colored	cooled	n	y	y	y	y	y	y	n
604	7.63767713	445.5794122	1.813911301	0.494382129	20.00794107	30.65659949	fork	colored	cooled	y	y	n	y	y	y	y	y
605	7.554193673	560.951341	1.633543265	0.584112307	18.51621554	26.38720342	theodolite	colored	cooled	n	n	y	y	n	y	y	y
606	4.804318248	240.8479682	1.774651305	0.513364134	8.324804699	25.22712563	german	mono	uncooled	y	n	n	y	n	y	y	y
607	4.417835451	535.4582033	1.213298758	0.507729174	18.45196819	23.02504103	fork	mono	cooled	n	y	y	y	y	y	y	n
608	1.362363328	161.2685998	1.138765785	0.981296955	8.704589407	24.67270309	fork	mono	cooled	n	y	y	n	y	y	y	y
609	3.472586219	558.6124068	0.789139176	0.795256935	19.02694583	31.59807215	german	colored	cooled	y	y	y	y	n	y	y	y
610	8.328014737	199.1025698	1.304474967	0.225425434	21.10596418	32.08421566	fork	mono	cooled	y	y	y	y	y	y	y	n
611	0.415586364	352.5594757	1.748446678	0.786416166	16.19937042	21.93738433	german	mono	cooled	y	y	y	n	y	n	y	y
612	7.368152476	147.7584261	2.300090718	0.60649281	16.50811389	31.74273073	fork	mono	cooled	y	y	y	y	y	y	y	y
613	2.452199014	543.9843233	0.580850807	0.793561076	8.577665825	21.79825275	fork	colored	cooled	n	y	y	y	y	n	y	y
614	9.570167969	487.1305006	2.545721388	0.360309145	8.750406284	25.27777136	fork	mono	cooled	y	y	y	y	y	y	y	y
615	6.29487579	278.7391067	0.200050405	0.930662768	24.70453343	30.36932386	german	mono	cooled	y	y	y	y	n	y	y	y
616	4.741991857	424.7977244	0.90501735	0.985125742	21.11242315	19.34494946	fork	colored	cooled	y	y	y	y	n	y	y	y
617	6.442651818	283.824334	2.941248469	0.608565734	8.654143629	27.40538972	fork	mono	cooled	n	y	n	n	y	y	n	y
618	0.717176332	358.7135195	0.458540513	0.483230711	14.95273805	33.38383059	fork	colored	cooled	n	y	n	y	n	y	y	y
619	4.372393783	566.3654347	0.56286145	0.543141908	12.56924221	14.22498767	german	mono	cooled	n	n	y	y	y	n	y	y
620	6.902943975	22.9380946	2.04969492	0.988661633	22.98591238	34.00566976	theodolite	colored	cooled	y	y	n	y	n	y	y	y
621	0.822295542	351.3306079	1.241032998	0.391515764	16.43726966	13.47677206	fork	mono	uncooled	y	y	y	y	y	y	y	y
622	4.971197035	567.0441665	0.410535211	0.739075034	19.99248661	20.97371265	fork	colored	cooled	y	y	y	y	n	y	y	n
623	2.592587721	234.4419721	2.200130618	0.892612092	8.949711973	14.24472334	german	colored	cooled	y	y	y	n	y	y	y	y
624	1.558299606	92.89825876	2.879913385	0.517349016	23.926943	21.09798938	fork	mono	uncooled	y	n	y	y	n	y	y	y
625	0.263010556	185.7695897	1.906614677	0.347024052	9.689701076	27.76966313	fork	colored	cooled	y	y	n	y	y	n	y	y
626	5.345617992	588.3942878	0.552717769	0.8175709	23.76581227	27.15128059	fork	mono	cooled	y	y	y	y	y	y	y	n
627	0.395586441	512.5286212	0.548177403	0.366205137	11.4667147	22.80934362	theodolite	mono	uncooled	y	y	y	y	y	y	n	y
628	7.501107606	268.2675634	2.610140197	0.346102334	18.5481271	16.18420571	fork	mono	cooled	y	y	y	y	y	y	y	y
629	8.416853693	267.1383164	1.498686224	0.12136943	19.16186266	33.6240419	fork	mono	uncooled	y	n	y	y	y	n	y	y
630	7.840378608	293.3624533	1.69343432	0.270487762	14.44640575	15.60073255	fork	mono	cooled	y	y	y	y	y	n	n	y
631	5.278341499	580.9444444	0.189775914	0.529329212	11.07055454	31.57219818	fork	mono	uncooled	n	y	y	y	y	y	y	y
632	4.662829739	157.334547	2.200974323	0.737958324	9.19686222	14.56415794	fork	mono	cooled	n	n	y	n	y	n	y	y
633	0.584272644	574.3544305	2.337754389	0.890254029	8.122898124	22.01670686	theodolite	mono	cooled	y	n	y	y	n	n	y	y
634	9.443263952	73.8429877	2.983492385	0.558082515	13.03961272	34.80602987	german	mono	cooled	n	y	y	y	y	y	n	y
635	2.319700976	310.264539	2.922102391	0.994722899	23.10463375	12.2394877	theodolite	mono	uncooled	y	y	y	n	n	y	y	y
636	2.834926607	286.8695463	2.29231962	0.657482367	23.92658445	16.06329576	fork	mono	uncooled	y	y	n	n	y	y	y	n
637	8.131774989	83.31996894	0.108317786	0.956174082	23.51455682	12.66239529	theodolite	mono	uncooled	y	y	n	y	y	y	n	y
638	4.458324388	105.0852855	2.751600798	0.661979081	8.236530988	23.09670419	german	mono	cooled	y	y	y	y	y	y	n	y
639	5.174178258	191.9209099	2.235063411	0.508698652	13.6843145	34.89928982	fork	mono	cooled	y	y	y	y	y	y	y	n
640	3.504990352	385.2542021	0.110858981	0.603124027	15.83527648	12.07751265	fork	colored	cooled	y	y	y	y	y	y	y	y
641	3.72259725	198.6408569	2.170443488	0.331439659	15.11738097	29.23843	fork	colored	cooled	y	y	y	y	n	y	y	y
642	2.350425625	590.383216	2.092396138	0.584180485	20.890035	15.06520542	fork	colored	cooled	y	y	n	y	y	y	y	y
643	3.971020969	197.5917094	1.972004987	0.430119733	24.10060459	32.34235	fork	mono	cooled	y	y	y	y	y	y	y	y
644	7.646097031	537.7234144	0.326830102	0.967193066	17.16245173	16.74075405	german	mono	cooled	y	y	y	y	y	y	y	y
645	6.312656237	479.7823991	0.644802662	0.781048636	9.85035798	27.04593092	theodolite	colored	cooled	y	y	y	y	y	y	n	y
646	9.998309978	396.2980043	0.575189164	0.516139916	10.07556267	22.6333621	fork	mono	cooled	y	n	y	n	n	y	y	y
647	5.883080018	428.8422099	1.864714818	0.763483375	10.84715653	29.68856929	german	mono	uncooled	y	n	y	n	y	y	y	y
648	5.903617747	560.8032694	2.679012018	0.149746095	12.9050458	17.23495168	theodolite	colored	cooled	y	n	y	y	y	y	y	y
649	9.955719382	362.5869733	2.365953262	0.671051042	17.92135626	24.66757997	fork	colored	cooled	y	y	y	y	y	y	y	y
650	1.447249304	188.7360108	1.974903215	0.172263732	24.24149389	22.44505843	german	mono	cooled	y	y	y	n	y	y	n	y
651	8.36800973	237.0283958	2.945482117	0.110244887	22.32606386	28.38288966	fork	mono	cooled	n	y	n	y	y	n	n	n
652	2.923257187	439.2940587	2.851708361	0.566574578	13.90394764	21.4313715	fork	mono	cooled	y	y	y	y	y	y	y	y
