PhaveT_ID	PID	TID	Johnson_B	Johnson_V	Johnson_R	SDSS_u	SDSS_g	SDSS_r	SDSS_i	SDSS_z
19703	191	965	n	y	n	n	n	n	n	n
19704	191	997	n	y	n	n	n	n	n	n
19705	191	1030	n	y	n	n	n	n	n	n
19706	191	1046	n	y	n	n	n	n	n	n
19707	191	1274	n	y	n	n	n	n	n	n
19708	191	1317	n	n	n	n	n	n	n	n
19709	191	1353	n	n	n	n	n	n	n	n
19710	191	1382	n	n	n	n	n	n	n	n
19711	191	1414	n	n	n	n	n	n	n	n
19712	191	1734	n	n	n	n	n	n	n	n
19713	191	1883	n	n	n	n	n	n	n	n
19714	191	1974	n	n	n	n	n	n	n	n
19715	191	2021	n	n	n	n	n	n	n	n
19716	191	2034	n	n	n	n	n	n	n	n
19717	191	2044	n	n	n	n	n	n	n	n
19718	191	2127	n	n	n	n	n	n	n	n
19719	191	2128	n	n	n	n	n	n	n	n
19720	191	2217	n	n	n	n	n	n	n	n
19721	191	2221	n	n	n	n	n	n	n	n
19722	191	2241	n	n	n	n	n	n	n	n
19723	191	2408	n	n	n	n	n	n	n	n
19724	191	2702	n	n	n	n	n	n	n	n
19725	191	2856	n	n	n	n	n	n	n	n
19726	191	2908	n	n	n	n	n	n	n	n
19727	191	3049	n	n	n	n	n	n	n	n
19728	191	3064	n	n	n	n	n	n	n	n
19729	191	3144	n	n	n	n	n	n	n	n
19730	191	3201	n	n	n	n	n	n	n	n
19731	191	3220	n	n	n	n	n	n	n	n
19732	191	3299	n	n	n	n	n	n	n	n
19733	191	3331	n	n	n	n	n	n	n	n
19734	191	3347	n	n	n	n	n	n	n	n
19735	191	3491	n	n	n	n	n	n	n	n
19736	191	3508	n	n	n	n	n	n	n	n
19737	191	3766	n	n	n	n	n	n	n	n
19738	191	3792	n	n	n	n	n	n	n	n
19739	191	3922	n	n	n	n	n	n	n	n
19740	191	3970	n	n	n	n	n	n	n	n
19741	191	4025	n	n	n	n	n	n	n	n
19742	191	4026	n	n	n	n	n	n	n	n
19743	191	4211	n	n	n	n	n	n	n	n
19744	191	4217	n	n	n	n	n	n	n	n
19745	191	4229	n	n	n	n	n	n	n	n
19746	191	4358	n	n	n	n	n	n	n	n
19747	191	4380	n	n	n	n	n	n	n	n
19748	191	4505	n	n	n	n	n	n	n	n
19749	191	5094	n	n	n	n	n	n	n	n
19750	191	5203	n	n	n	n	n	n	n	n
19751	191	5526	n	n	n	n	n	n	n	n
19752	191	5532	n	n	n	n	n	n	n	n
19753	191	5541	n	n	n	n	n	n	n	n
19754	191	5803	n	n	n	n	n	n	n	n
19755	191	5813	n	n	n	n	n	n	n	n
19756	191	5854	n	n	n	n	n	n	n	n
19757	191	6016	n	n	n	n	n	n	n	n
19758	191	6281	n	n	n	n	n	n	n	n
19759	191	6543	n	n	n	n	n	n	n	n
19760	191	6563	n	n	n	n	n	n	n	n
19761	191	6617	n	n	n	n	n	n	n	n
19762	191	6704	n	n	n	n	n	n	n	n
19763	191	6796	n	n	n	n	n	n	n	n
19764	191	6806	n	n	n	n	n	n	n	n
19765	191	6859	n	n	n	n	n	n	n	n
19766	191	7020	n	n	n	n	n	n	n	n
19767	191	7278	n	n	n	n	n	n	n	n
19768	191	7484	n	n	n	n	n	n	n	n
19769	191	7504	n	n	n	n	n	n	n	n
19770	191	7573	n	n	n	n	n	n	n	n
19771	191	7857	n	n	n	n	n	n	n	n
19772	191	7932	n	n	n	n	n	n	n	n
19773	191	8004	n	n	n	n	n	n	n	n
19774	191	8101	n	n	n	n	n	n	n	n
19775	191	8121	n	n	n	n	n	n	n	n
19776	191	8328	n	n	n	n	n	n	n	n
19777	191	8346	n	n	n	n	n	n	n	n
19778	191	8539	n	n	n	n	n	n	n	n
19779	191	8775	n	n	n	n	n	n	n	n
19780	191	8795	n	n	n	n	n	n	n	n
19781	191	8951	n	n	n	n	n	n	n	n
19782	191	8981	n	n	n	n	n	n	n	n
19783	191	9140	n	n	n	n	n	n	n	n
19784	191	9284	n	n	n	n	n	n	n	n
19785	191	9348	n	n	n	n	n	n	n	n
19786	191	9461	n	n	n	n	n	n	n	n
19787	191	9484	n	n	n	n	n	n	n	n
19788	191	9505	n	n	n	n	n	n	n	n
19789	191	9520	n	n	n	n	n	n	n	n
19790	191	9570	n	n	n	n	n	n	n	n
19791	191	9648	n	n	n	n	n	n	n	n
19792	191	9901	n	n	n	n	n	n	n	n
19793	191	9927	n	n	n	n	n	n	n	n
19794	191	9964	n	n	n	n	n	n	n	n
19795	192	46	n	y	y	n	y	y	y	n
19796	192	519	n	y	y	n	y	y	y	n
19797	192	602	n	y	y	n	y	y	y	n
19798	192	611	n	y	y	n	y	y	y	n
19799	192	662	n	y	y	n	y	y	n	n
19800	192	804	n	n	y	n	y	y	n	n
19801	192	911	n	n	y	n	y	y	n	n
19802	192	1018	n	n	y	n	y	n	n	n
19803	192	1092	n	n	y	n	y	n	n	n
19804	192	1100	n	n	y	n	y	n	n	n
19805	192	1144	n	n	y	n	y	n	n	n
19806	192	1156	n	n	y	n	y	n	n	n
19807	192	1245	n	n	y	n	y	n	n	n
19808	192	1345	n	n	y	n	y	n	n	n
19809	192	1433	n	n	y	n	y	n	n	n
19810	192	1455	n	n	n	n	y	n	n	n
19811	192	1486	n	n	n	n	y	n	n	n
19812	192	1503	n	n	n	n	y	n	n	n
19813	192	1735	n	n	n	n	y	n	n	n
19814	192	1761	n	n	n	n	y	n	n	n
19815	192	1781	n	n	n	n	n	n	n	n
19816	192	1816	n	n	n	n	n	n	n	n
19817	192	2039	n	n	n	n	n	n	n	n
19818	192	2095	n	n	n	n	n	n	n	n
19819	192	2225	n	n	n	n	n	n	n	n
19820	192	2231	n	n	n	n	n	n	n	n
19821	192	2274	n	n	n	n	n	n	n	n
19822	192	2383	n	n	n	n	n	n	n	n
19823	192	2626	n	n	n	n	n	n	n	n
19824	192	2721	n	n	n	n	n	n	n	n
19825	192	2792	n	n	n	n	n	n	n	n
19826	192	2815	n	n	n	n	n	n	n	n
19827	192	2903	n	n	n	n	n	n	n	n
19828	192	2943	n	n	n	n	n	n	n	n
19829	192	2971	n	n	n	n	n	n	n	n
19830	192	2972	n	n	n	n	n	n	n	n
19831	192	3227	n	n	n	n	n	n	n	n
19832	192	3262	n	n	n	n	n	n	n	n
19833	192	3331	n	n	n	n	n	n	n	n
19834	192	3364	n	n	n	n	n	n	n	n
19835	192	3463	n	n	n	n	n	n	n	n
19836	192	3491	n	n	n	n	n	n	n	n
19837	192	3505	n	n	n	n	n	n	n	n
19838	192	3558	n	n	n	n	n	n	n	n
19839	192	3619	n	n	n	n	n	n	n	n
19840	192	3698	n	n	n	n	n	n	n	n
19841	192	3761	n	n	n	n	n	n	n	n
19842	192	3806	n	n	n	n	n	n	n	n
19843	192	3885	n	n	n	n	n	n	n	n
19844	192	4036	n	n	n	n	n	n	n	n
19845	192	4143	n	n	n	n	n	n	n	n
19846	192	4155	n	n	n	n	n	n	n	n
19847	192	4570	n	n	n	n	n	n	n	n
19848	192	4825	n	n	n	n	n	n	n	n
19849	192	4831	n	n	n	n	n	n	n	n
19850	192	4955	n	n	n	n	n	n	n	n
19851	192	5010	n	n	n	n	n	n	n	n
19852	192	5078	n	n	n	n	n	n	n	n
19853	192	5330	n	n	n	n	n	n	n	n
19854	192	5373	n	n	n	n	n	n	n	n
19855	192	5413	n	n	n	n	n	n	n	n
19856	192	5742	n	n	n	n	n	n	n	n
19857	192	5751	n	n	n	n	n	n	n	n
19858	192	5919	n	n	n	n	n	n	n	n
19859	192	5921	n	n	n	n	n	n	n	n
19860	192	6054	n	n	n	n	n	n	n	n
19861	192	6074	n	n	n	n	n	n	n	n
19862	192	6166	n	n	n	n	n	n	n	n
19863	192	6225	n	n	n	n	n	n	n	n
19864	192	6354	n	n	n	n	n	n	n	n
19865	192	6405	n	n	n	n	n	n	n	n
19866	192	6476	n	n	n	n	n	n	n	n
19867	192	6554	n	n	n	n	n	n	n	n
19868	192	6679	n	n	n	n	n	n	n	n
19869	192	6780	n	n	n	n	n	n	n	n
19870	192	6874	n	n	n	n	n	n	n	n
19871	192	6953	n	n	n	n	n	n	n	n
19872	192	7151	n	n	n	n	n	n	n	n
19873	192	7166	n	n	n	n	n	n	n	n
19874	192	7274	n	n	n	n	n	n	n	n
19875	192	7341	n	n	n	n	n	n	n	n
19876	192	7407	n	n	n	n	n	n	n	n
19877	192	7587	n	n	n	n	n	n	n	n
19878	192	7602	n	n	n	n	n	n	n	n
19879	192	8127	n	n	n	n	n	n	n	n
19880	192	8205	n	n	n	n	n	n	n	n
19881	192	8231	n	n	n	n	n	n	n	n
19882	192	8297	n	n	n	n	n	n	n	n
19883	192	8314	n	n	n	n	n	n	n	n
19884	192	8380	n	n	n	n	n	n	n	n
19885	192	8406	n	n	n	n	n	n	n	n
19886	192	8530	n	n	n	n	n	n	n	n
19887	192	8602	n	n	n	n	n	n	n	n
19888	192	8625	n	n	n	n	n	n	n	n
19889	192	8694	n	n	n	n	n	n	n	n
19890	192	8714	n	n	n	n	n	n	n	n
19891	192	8783	n	n	n	n	n	n	n	n
19892	192	8927	n	n	n	n	n	n	n	n
19893	192	8956	n	n	n	n	n	n	n	n
19894	192	9002	n	n	n	n	n	n	n	n
19895	192	9058	n	n	n	n	n	n	n	n
19896	192	9167	n	n	n	n	n	n	n	n
19897	192	9244	n	n	n	n	n	n	n	n
19898	192	9259	n	n	n	n	n	n	n	n
19899	192	9264	n	n	n	n	n	n	n	n
19900	192	9703	n	n	n	n	n	n	n	n
19901	192	9707	n	n	n	n	n	n	n	n
19902	192	9720	n	n	n	n	n	n	n	n
19903	192	9732	n	n	n	n	n	n	n	n
19904	192	9758	n	n	n	n	n	n	n	n
19905	192	9910	n	n	n	n	n	n	n	n
19906	192	9914	n	n	n	n	n	n	n	n
19907	192	9989	n	n	n	n	n	n	n	n
19908	193	87	y	y	y	n	n	y	y	n
19909	193	554	y	n	y	n	n	y	n	n
19910	193	803	y	n	y	n	n	n	n	n
19911	193	840	y	n	y	n	n	n	n	n
19912	193	867	y	n	n	n	n	n	n	n
19913	193	951	y	n	n	n	n	n	n	n
19914	193	1021	y	n	n	n	n	n	n	n
19915	193	1060	y	n	n	n	n	n	n	n
19916	193	1479	y	n	n	n	n	n	n	n
19917	193	1573	y	n	n	n	n	n	n	n
19918	193	1660	y	n	n	n	n	n	n	n
19919	193	1875	y	n	n	n	n	n	n	n
19920	193	1897	n	n	n	n	n	n	n	n
19921	193	1914	n	n	n	n	n	n	n	n
19922	193	1923	n	n	n	n	n	n	n	n
19923	193	1944	n	n	n	n	n	n	n	n
19924	193	1953	n	n	n	n	n	n	n	n
19925	193	2051	n	n	n	n	n	n	n	n
19926	193	2226	n	n	n	n	n	n	n	n
19927	193	2241	n	n	n	n	n	n	n	n
19928	193	2520	n	n	n	n	n	n	n	n
19929	193	2588	n	n	n	n	n	n	n	n
19930	193	2647	n	n	n	n	n	n	n	n
19931	193	2706	n	n	n	n	n	n	n	n
19932	193	2747	n	n	n	n	n	n	n	n
19933	193	2836	n	n	n	n	n	n	n	n
19934	193	3021	n	n	n	n	n	n	n	n
19935	193	3133	n	n	n	n	n	n	n	n
19936	193	3247	n	n	n	n	n	n	n	n
19937	193	3313	n	n	n	n	n	n	n	n
19938	193	3343	n	n	n	n	n	n	n	n
19939	193	3508	n	n	n	n	n	n	n	n
19940	193	3658	n	n	n	n	n	n	n	n
19941	193	3780	n	n	n	n	n	n	n	n
19942	193	3803	n	n	n	n	n	n	n	n
19943	193	3913	n	n	n	n	n	n	n	n
19944	193	4080	n	n	n	n	n	n	n	n
19945	193	4163	n	n	n	n	n	n	n	n
19946	193	4168	n	n	n	n	n	n	n	n
19947	193	4238	n	n	n	n	n	n	n	n
19948	193	4282	n	n	n	n	n	n	n	n
19949	193	4404	n	n	n	n	n	n	n	n
19950	193	4427	n	n	n	n	n	n	n	n
19951	193	4477	n	n	n	n	n	n	n	n
19952	193	4521	n	n	n	n	n	n	n	n
19953	193	4651	n	n	n	n	n	n	n	n
19954	193	4676	n	n	n	n	n	n	n	n
19955	193	4743	n	n	n	n	n	n	n	n
19956	193	5090	n	n	n	n	n	n	n	n
19957	193	5358	n	n	n	n	n	n	n	n
19958	193	5384	n	n	n	n	n	n	n	n
19959	193	5499	n	n	n	n	n	n	n	n
19960	193	5692	n	n	n	n	n	n	n	n
19961	193	5803	n	n	n	n	n	n	n	n
19962	193	6182	n	n	n	n	n	n	n	n
19963	193	6358	n	n	n	n	n	n	n	n
19964	193	6383	n	n	n	n	n	n	n	n
19965	193	6428	n	n	n	n	n	n	n	n
19966	193	6502	n	n	n	n	n	n	n	n
19967	193	6531	n	n	n	n	n	n	n	n
19968	193	6593	n	n	n	n	n	n	n	n
19969	193	6617	n	n	n	n	n	n	n	n
19970	193	6619	n	n	n	n	n	n	n	n
19971	193	6668	n	n	n	n	n	n	n	n
19972	193	6783	n	n	n	n	n	n	n	n
19973	193	6797	n	n	n	n	n	n	n	n
19974	193	6980	n	n	n	n	n	n	n	n
19975	193	7003	n	n	n	n	n	n	n	n
19976	193	7045	n	n	n	n	n	n	n	n
19977	193	7051	n	n	n	n	n	n	n	n
19978	193	7085	n	n	n	n	n	n	n	n
19979	193	7137	n	n	n	n	n	n	n	n
19980	193	7172	n	n	n	n	n	n	n	n
19981	193	7183	n	n	n	n	n	n	n	n
19982	193	7215	n	n	n	n	n	n	n	n
19983	193	7244	n	n	n	n	n	n	n	n
19984	193	7319	n	n	n	n	n	n	n	n
19985	193	7332	n	n	n	n	n	n	n	n
19986	193	7404	n	n	n	n	n	n	n	n
19987	193	7545	n	n	n	n	n	n	n	n
19988	193	7564	n	n	n	n	n	n	n	n
19989	193	7566	n	n	n	n	n	n	n	n
19990	193	7582	n	n	n	n	n	n	n	n
19991	193	7974	n	n	n	n	n	n	n	n
19992	193	7988	n	n	n	n	n	n	n	n
19993	193	8103	n	n	n	n	n	n	n	n
19994	193	8186	n	n	n	n	n	n	n	n
19995	193	8370	n	n	n	n	n	n	n	n
19996	193	8549	n	n	n	n	n	n	n	n
19997	193	8702	n	n	n	n	n	n	n	n
19998	193	8739	n	n	n	n	n	n	n	n
19999	193	8760	n	n	n	n	n	n	n	n
20000	193	8806	n	n	n	n	n	n	n	n
20001	193	9004	n	n	n	n	n	n	n	n
20002	193	9014	n	n	n	n	n	n	n	n
20003	193	9171	n	n	n	n	n	n	n	n
20004	193	9218	n	n	n	n	n	n	n	n
20005	193	9303	n	n	n	n	n	n	n	n
20006	193	9402	n	n	n	n	n	n	n	n
20007	193	9648	n	n	n	n	n	n	n	n
20008	193	9650	n	n	n	n	n	n	n	n
20009	193	9809	n	n	n	n	n	n	n	n
20010	193	9889	n	n	n	n	n	n	n	n
20011	194	196	y	n	y	n	n	n	y	n
20012	194	341	y	n	y	n	n	n	y	n
20013	194	511	y	n	y	n	n	n	y	n
20014	194	587	y	n	y	n	n	n	n	n
20015	194	689	y	n	y	n	n	n	n	n
20016	194	735	n	n	y	n	n	n	n	n
20017	194	1080	n	n	y	n	n	n	n	n
20018	194	1168	n	n	n	n	n	n	n	n
20019	194	1252	n	n	n	n	n	n	n	n
20020	194	1265	n	n	n	n	n	n	n	n
20021	194	1323	n	n	n	n	n	n	n	n
20022	194	1511	n	n	n	n	n	n	n	n
20023	194	1524	n	n	n	n	n	n	n	n
20024	194	1535	n	n	n	n	n	n	n	n
20025	194	1638	n	n	n	n	n	n	n	n
20026	194	1664	n	n	n	n	n	n	n	n
20027	194	1812	n	n	n	n	n	n	n	n
20028	194	1890	n	n	n	n	n	n	n	n
20029	194	1933	n	n	n	n	n	n	n	n
20030	194	2149	n	n	n	n	n	n	n	n
20031	194	2220	n	n	n	n	n	n	n	n
20032	194	2302	n	n	n	n	n	n	n	n
20033	194	2456	n	n	n	n	n	n	n	n
20034	194	2459	n	n	n	n	n	n	n	n
20035	194	2566	n	n	n	n	n	n	n	n
20036	194	2836	n	n	n	n	n	n	n	n
20037	194	2863	n	n	n	n	n	n	n	n
20038	194	3289	n	n	n	n	n	n	n	n
20039	194	3444	n	n	n	n	n	n	n	n
20040	194	3476	n	n	n	n	n	n	n	n
20041	194	3756	n	n	n	n	n	n	n	n
20042	194	3847	n	n	n	n	n	n	n	n
20043	194	3927	n	n	n	n	n	n	n	n
20044	194	3986	n	n	n	n	n	n	n	n
20045	194	4100	n	n	n	n	n	n	n	n
20046	194	4162	n	n	n	n	n	n	n	n
20047	194	4208	n	n	n	n	n	n	n	n
20048	194	4383	n	n	n	n	n	n	n	n
20049	194	4419	n	n	n	n	n	n	n	n
20050	194	4513	n	n	n	n	n	n	n	n
20051	194	4553	n	n	n	n	n	n	n	n
20052	194	4636	n	n	n	n	n	n	n	n
20053	194	4840	n	n	n	n	n	n	n	n
20054	194	4858	n	n	n	n	n	n	n	n
20055	194	4996	n	n	n	n	n	n	n	n
20056	194	5014	n	n	n	n	n	n	n	n
20057	194	5043	n	n	n	n	n	n	n	n
20058	194	5585	n	n	n	n	n	n	n	n
20059	194	5732	n	n	n	n	n	n	n	n
20060	194	5807	n	n	n	n	n	n	n	n
20061	194	5896	n	n	n	n	n	n	n	n
20062	194	6030	n	n	n	n	n	n	n	n
20063	194	6107	n	n	n	n	n	n	n	n
20064	194	6223	n	n	n	n	n	n	n	n
20065	194	6289	n	n	n	n	n	n	n	n
20066	194	6385	n	n	n	n	n	n	n	n
20067	194	6437	n	n	n	n	n	n	n	n
20068	194	6578	n	n	n	n	n	n	n	n
20069	194	6634	n	n	n	n	n	n	n	n
20070	194	6656	n	n	n	n	n	n	n	n
20071	194	6840	n	n	n	n	n	n	n	n
20072	194	6960	n	n	n	n	n	n	n	n
20073	194	7101	n	n	n	n	n	n	n	n
20074	194	7161	n	n	n	n	n	n	n	n
20075	194	7382	n	n	n	n	n	n	n	n
20076	194	7400	n	n	n	n	n	n	n	n
20077	194	7409	n	n	n	n	n	n	n	n
20078	194	7452	n	n	n	n	n	n	n	n
20079	194	7509	n	n	n	n	n	n	n	n
20080	194	7565	n	n	n	n	n	n	n	n
20081	194	7602	n	n	n	n	n	n	n	n
20082	194	7951	n	n	n	n	n	n	n	n
20083	194	7961	n	n	n	n	n	n	n	n
20084	194	8104	n	n	n	n	n	n	n	n
20085	194	8272	n	n	n	n	n	n	n	n
20086	194	8623	n	n	n	n	n	n	n	n
20087	194	8742	n	n	n	n	n	n	n	n
20088	194	8894	n	n	n	n	n	n	n	n
20089	194	8918	n	n	n	n	n	n	n	n
20090	194	9074	n	n	n	n	n	n	n	n
20091	194	9087	n	n	n	n	n	n	n	n
20092	194	9133	n	n	n	n	n	n	n	n
20093	194	9239	n	n	n	n	n	n	n	n
20094	194	9312	n	n	n	n	n	n	n	n
20095	194	9314	n	n	n	n	n	n	n	n
20096	194	9471	n	n	n	n	n	n	n	n
20097	194	9524	n	n	n	n	n	n	n	n
20098	194	9537	n	n	n	n	n	n	n	n
20099	194	9682	n	n	n	n	n	n	n	n
20100	194	9800	n	n	n	n	n	n	n	n
20101	194	9908	n	n	n	n	n	n	n	n
20102	194	9921	n	n	n	n	n	n	n	n
20103	194	9926	n	n	n	n	n	n	n	n
20104	195	6	y	n	n	y	n	y	n	y
20105	195	82	y	n	n	y	n	y	n	y
20106	195	119	y	n	n	y	n	y	n	y
20107	195	278	n	n	n	y	n	y	n	y
20108	195	288	n	n	n	y	n	y	n	n
20109	195	326	n	n	n	y	n	y	n	n
20110	195	536	n	n	n	y	n	n	n	n
20111	195	543	n	n	n	y	n	n	n	n
20112	195	631	n	n	n	y	n	n	n	n
20113	195	648	n	n	n	n	n	n	n	n
20114	195	651	n	n	n	n	n	n	n	n
20115	195	732	n	n	n	n	n	n	n	n
20116	195	818	n	n	n	n	n	n	n	n
20117	195	1035	n	n	n	n	n	n	n	n
20118	195	1158	n	n	n	n	n	n	n	n
20119	195	1374	n	n	n	n	n	n	n	n
20120	195	1437	n	n	n	n	n	n	n	n
20121	195	1449	n	n	n	n	n	n	n	n
20122	195	1538	n	n	n	n	n	n	n	n
20123	195	1649	n	n	n	n	n	n	n	n
20124	195	1669	n	n	n	n	n	n	n	n
20125	195	1986	n	n	n	n	n	n	n	n
20126	195	1999	n	n	n	n	n	n	n	n
20127	195	2261	n	n	n	n	n	n	n	n
20128	195	2428	n	n	n	n	n	n	n	n
20129	195	2438	n	n	n	n	n	n	n	n
20130	195	2473	n	n	n	n	n	n	n	n
20131	195	2494	n	n	n	n	n	n	n	n
20132	195	2712	n	n	n	n	n	n	n	n
20133	195	2727	n	n	n	n	n	n	n	n
20134	195	2761	n	n	n	n	n	n	n	n
20135	195	2775	n	n	n	n	n	n	n	n
20136	195	3150	n	n	n	n	n	n	n	n
20137	195	3163	n	n	n	n	n	n	n	n
20138	195	3164	n	n	n	n	n	n	n	n
20139	195	3236	n	n	n	n	n	n	n	n
20140	195	3315	n	n	n	n	n	n	n	n
20141	195	3371	n	n	n	n	n	n	n	n
20142	195	3442	n	n	n	n	n	n	n	n
20143	195	3505	n	n	n	n	n	n	n	n
20144	195	3743	n	n	n	n	n	n	n	n
20145	195	4023	n	n	n	n	n	n	n	n
20146	195	4043	n	n	n	n	n	n	n	n
20147	195	4197	n	n	n	n	n	n	n	n
20148	195	4218	n	n	n	n	n	n	n	n
20149	195	4318	n	n	n	n	n	n	n	n
20150	195	4361	n	n	n	n	n	n	n	n
20151	195	4447	n	n	n	n	n	n	n	n
20152	195	4509	n	n	n	n	n	n	n	n
20153	195	4927	n	n	n	n	n	n	n	n
20154	195	5248	n	n	n	n	n	n	n	n
20155	195	5387	n	n	n	n	n	n	n	n
20156	195	5585	n	n	n	n	n	n	n	n
20157	195	5741	n	n	n	n	n	n	n	n
20158	195	6021	n	n	n	n	n	n	n	n
20159	195	6160	n	n	n	n	n	n	n	n
20160	195	6167	n	n	n	n	n	n	n	n
20161	195	6174	n	n	n	n	n	n	n	n
20162	195	6266	n	n	n	n	n	n	n	n
20163	195	6317	n	n	n	n	n	n	n	n
20164	195	6350	n	n	n	n	n	n	n	n
20165	195	6365	n	n	n	n	n	n	n	n
20166	195	6390	n	n	n	n	n	n	n	n
20167	195	6403	n	n	n	n	n	n	n	n
20168	195	6484	n	n	n	n	n	n	n	n
20169	195	6559	n	n	n	n	n	n	n	n
20170	195	6563	n	n	n	n	n	n	n	n
20171	195	6723	n	n	n	n	n	n	n	n
20172	195	6780	n	n	n	n	n	n	n	n
20173	195	6789	n	n	n	n	n	n	n	n
20174	195	7055	n	n	n	n	n	n	n	n
20175	195	7092	n	n	n	n	n	n	n	n
20176	195	7509	n	n	n	n	n	n	n	n
20177	195	7564	n	n	n	n	n	n	n	n
20178	195	7594	n	n	n	n	n	n	n	n
20179	195	7716	n	n	n	n	n	n	n	n
20180	195	7795	n	n	n	n	n	n	n	n
20181	195	7861	n	n	n	n	n	n	n	n
20182	195	8087	n	n	n	n	n	n	n	n
20183	195	8093	n	n	n	n	n	n	n	n
20184	195	8174	n	n	n	n	n	n	n	n
20185	195	8319	n	n	n	n	n	n	n	n
20186	195	8377	n	n	n	n	n	n	n	n
20187	195	8396	n	n	n	n	n	n	n	n
20188	195	8512	n	n	n	n	n	n	n	n
20189	195	8529	n	n	n	n	n	n	n	n
20190	195	8539	n	n	n	n	n	n	n	n
20191	195	8738	n	n	n	n	n	n	n	n
20192	195	8786	n	n	n	n	n	n	n	n
20193	195	8853	n	n	n	n	n	n	n	n
20194	195	9145	n	n	n	n	n	n	n	n
20195	195	9419	n	n	n	n	n	n	n	n
20196	195	9440	n	n	n	n	n	n	n	n
20197	195	9484	n	n	n	n	n	n	n	n
20198	195	9557	n	n	n	n	n	n	n	n
20199	195	9573	n	n	n	n	n	n	n	n
20200	195	9742	n	n	n	n	n	n	n	n
20201	195	9777	n	n	n	n	n	n	n	n
20202	195	9923	n	n	n	n	n	n	n	n
20203	195	9942	n	n	n	n	n	n	n	n
20204	195	9958	n	n	n	n	n	n	n	n
20205	195	9962	n	n	n	n	n	n	n	n
20206	196	156	n	y	y	n	y	y	n	n
20207	196	453	n	y	n	n	y	y	n	n
20208	196	473	n	y	n	n	y	y	n	n
20209	196	538	n	y	n	n	y	n	n	n
20210	196	682	n	y	n	n	y	n	n	n
20211	196	707	n	y	n	n	y	n	n	n
20212	196	800	n	y	n	n	y	n	n	n
20213	196	823	n	y	n	n	y	n	n	n
20214	196	840	n	n	n	n	y	n	n	n
20215	196	869	n	n	n	n	y	n	n	n
20216	196	1080	n	n	n	n	n	n	n	n
20217	196	1086	n	n	n	n	n	n	n	n
20218	196	1225	n	n	n	n	n	n	n	n
20219	196	1245	n	n	n	n	n	n	n	n
20220	196	1371	n	n	n	n	n	n	n	n
20221	196	1407	n	n	n	n	n	n	n	n
20222	196	1427	n	n	n	n	n	n	n	n
20223	196	1508	n	n	n	n	n	n	n	n
20224	196	1706	n	n	n	n	n	n	n	n
20225	196	1782	n	n	n	n	n	n	n	n
20226	196	1888	n	n	n	n	n	n	n	n
20227	196	1992	n	n	n	n	n	n	n	n
20228	196	2008	n	n	n	n	n	n	n	n
20229	196	2023	n	n	n	n	n	n	n	n
20230	196	2135	n	n	n	n	n	n	n	n
20231	196	2200	n	n	n	n	n	n	n	n
20232	196	2285	n	n	n	n	n	n	n	n
20233	196	2444	n	n	n	n	n	n	n	n
20234	196	2526	n	n	n	n	n	n	n	n
20235	196	2630	n	n	n	n	n	n	n	n
20236	196	2672	n	n	n	n	n	n	n	n
20237	196	2778	n	n	n	n	n	n	n	n
20238	196	2780	n	n	n	n	n	n	n	n
20239	196	2822	n	n	n	n	n	n	n	n
20240	196	2838	n	n	n	n	n	n	n	n
20241	196	2851	n	n	n	n	n	n	n	n
20242	196	2934	n	n	n	n	n	n	n	n
20243	196	3045	n	n	n	n	n	n	n	n
20244	196	3063	n	n	n	n	n	n	n	n
20245	196	3204	n	n	n	n	n	n	n	n
20246	196	3311	n	n	n	n	n	n	n	n
20247	196	3346	n	n	n	n	n	n	n	n
20248	196	3353	n	n	n	n	n	n	n	n
20249	196	3443	n	n	n	n	n	n	n	n
20250	196	3456	n	n	n	n	n	n	n	n
20251	196	3634	n	n	n	n	n	n	n	n
20252	196	3705	n	n	n	n	n	n	n	n
20253	196	3752	n	n	n	n	n	n	n	n
20254	196	3898	n	n	n	n	n	n	n	n
20255	196	4047	n	n	n	n	n	n	n	n
20256	196	4467	n	n	n	n	n	n	n	n
20257	196	4527	n	n	n	n	n	n	n	n
20258	196	4572	n	n	n	n	n	n	n	n
20259	196	4731	n	n	n	n	n	n	n	n
20260	196	4801	n	n	n	n	n	n	n	n
20261	196	4804	n	n	n	n	n	n	n	n
20262	196	4869	n	n	n	n	n	n	n	n
20263	196	5047	n	n	n	n	n	n	n	n
20264	196	5057	n	n	n	n	n	n	n	n
20265	196	5069	n	n	n	n	n	n	n	n
20266	196	5193	n	n	n	n	n	n	n	n
20267	196	5242	n	n	n	n	n	n	n	n
20268	196	5559	n	n	n	n	n	n	n	n
20269	196	5572	n	n	n	n	n	n	n	n
20270	196	6222	n	n	n	n	n	n	n	n
20271	196	6259	n	n	n	n	n	n	n	n
20272	196	6337	n	n	n	n	n	n	n	n
20273	196	6377	n	n	n	n	n	n	n	n
20274	196	6519	n	n	n	n	n	n	n	n
20275	196	6812	n	n	n	n	n	n	n	n
20276	196	6817	n	n	n	n	n	n	n	n
20277	196	6943	n	n	n	n	n	n	n	n
20278	196	6993	n	n	n	n	n	n	n	n
20279	196	7192	n	n	n	n	n	n	n	n
20280	196	7209	n	n	n	n	n	n	n	n
20281	196	7261	n	n	n	n	n	n	n	n
20282	196	7293	n	n	n	n	n	n	n	n
20283	196	7307	n	n	n	n	n	n	n	n
20284	196	7390	n	n	n	n	n	n	n	n
